db_id,tier,hinglish_input,golden_sql,generated_sql,execution_match,status
soccer_2,hinglish_hindi_heavy,"Kya average, maximum aur minimum training ka duration hai, jaise 10 hours ki jagah?","SELECT avg(HS) ,  max(HS) ,  min(HS) FROM Player","SELECT AVG(T1.training_duration) AS avg_training_duration,",False,incomplete input
swimming,hinglish_light,Find the name of the swimmer jo 2 aur accha record hain.,SELECT t1.name FROM swimmer AS t1 JOIN record AS t2 ON t1.id  =  t2.swimmer_id GROUP BY t2.swimmer_id HAVING count(*)  >=  2,SELECT T1.name FROM swimmer AS T1 INNER JOIN record AS T2 ON T1.ID = T2.Swimmer_ID WHERE T2.Result LIKE '2%' OR T2.Result LIKE '%accha%',False,SUCCESS
swimming,hinglish_natural,Swimmer ka name dekh le jo 2 records se jyada hain.,SELECT t1.name FROM swimmer AS t1 JOIN record AS t2 ON t1.id  =  t2.swimmer_id GROUP BY t2.swimmer_id HAVING count(*)  >=  2,SELECT name FROM swimmer WHERE ID IN (SELECT Swimmer_ID FROM record GROUP BY Swimmer_ID HAVING COUNT(*) > 2),True,CLEAN
swimming,hinglish_hindi_heavy,Find the name of the swimmer jo 2 aur accha record hain.,SELECT t1.name FROM swimmer AS t1 JOIN record AS t2 ON t1.id  =  t2.swimmer_id GROUP BY t2.swimmer_id HAVING count(*)  >=  2,SELECT T1.name FROM swimmer AS T1 INNER JOIN record AS T2 ON T1.ID = T2.Swimmer_ID WHERE T2.Result LIKE '2%' OR T2.Result LIKE '%accha%',False,SUCCESS
student_assessment,hinglish_light,What are the ids of all students who have attended at least one course?,SELECT student_id FROM student_course_attendance,SELECT DISTINCT T1.student_id FROM student_course_attendance AS T1 INNER JOIN student_course_registrations AS T2 ON T1.course_id = T2.course_id,True,CLEAN
student_assessment,hinglish_natural,"Kyunki kisi bhi course mein pahunch chuke hain, tabhi toh kya sabhi students ka id kaha hai?",SELECT student_id FROM student_course_attendance,SELECT student_id FROM STUDENT_COURSE_REGISTRATIONS,False,SUCCESS
student_assessment,hinglish_hindi_heavy,"Kyunke kisi bhi course mein pahunch chuke hain, tabhi toh kya sabhi students ka id kaha hai?",SELECT student_id FROM student_course_attendance,SELECT student_id FROM STUDENT_COURSE_REGISTRATIONS WHERE course_id IN (SELECT course_id FROM COURSES),False,SUCCESS
cre_Doc_Template_Mgt,hinglish_light,Count the number of templates CV ka type mein.,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV",SELECT COUNT(*) FROM Templates WHERE Template_Type_Code = 'CV',False,SUCCESS
cre_Doc_Template_Mgt,hinglish_natural,Count the number of CV ki templates type ke.,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV",SELECT COUNT(*) FROM Templates WHERE Template_Type_Code = 'CV Ki',False,SUCCESS
cre_Doc_Template_Mgt,hinglish_hindi_heavy,Count roman script mein templates CV ka type mein.,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV",SELECT COUNT(Template_ID) FROM Templates WHERE Template_Type_Code = 'CV' AND Template_Details LIKE '%Roman Script%',False,SUCCESS
solvency_ii,hinglish_light,List the name of products in ascending order of price.,SELECT Product_Name FROM Products ORDER BY Product_Price ASC,SELECT Product_Name FROM Products ORDER BY Product_Price ASC,True,CLEAN
solvency_ii,hinglish_natural,Name of the products ko ascending order mein price se list karo.,SELECT Product_Name FROM Products ORDER BY Product_Price ASC,SELECT Product_Name FROM Products ORDER BY Price ASC,False,no such column: Price
solvency_ii,hinglish_hindi_heavy,List the name of the products in ascending order of price se.,SELECT Product_Name FROM Products ORDER BY Product_Price ASC,SELECT Product_Name FROM Products ORDER BY Product_Price ASC,True,CLEAN
wine_1,hinglish_light,Give the color of the grape jisse wine products ka sabse aavartti kee jagah hai,SELECT T1.Color FROM GRAPES AS T1 JOIN WINE AS T2 ON T1.Grape  =  T2.Grape GROUP BY T2.Grape ORDER BY AVG(Price) DESC LIMIT 1,SELECT T1.Color FROM grapes AS T1 INNER JOIN wine AS T2 ON T1.Grape = T2.Grape WHERE T2.Name = 'Jisse' ORDER BY T2.Score DESC LIMIT 1,False,SUCCESS
wine_1,hinglish_natural,"Kya pata karo, jisse wine products ki sabse aavartti thi, vahi grahpa ki rang kya hai?",SELECT T1.Color FROM GRAPES AS T1 JOIN WINE AS T2 ON T1.Grape  =  T2.Grape GROUP BY T2.Grape ORDER BY AVG(Price) DESC LIMIT 1,SELECT Color FROM grapes WHERE Grape = 'Cabernet Sauvignon',False,SUCCESS
wine_1,hinglish_hindi_heavy,"Give the color of the grape jisse wine products ka aavartti kee jagah hai, toh 30% English, 70% Hindi written in Roman script.",SELECT T1.Color FROM GRAPES AS T1 JOIN WINE AS T2 ON T1.Grape  =  T2.Grape GROUP BY T2.Grape ORDER BY AVG(Price) DESC LIMIT 1,SELECT T1.Color FROM grapes AS T1 INNER JOIN wine AS T2 ON T1.Grape = T2.Grape WHERE T2.Name LIKE 'Jisse' AND T2.Drink LIKE '%Aavartti%' GROUP BY T1.Color ORDER BY COUNT(*) DESC LIMIT 1,False,SUCCESS
program_share,hinglish_light,"What are the name, origin aur owner of each program?","SELECT name ,  origin ,  OWNER FROM program","SELECT Name, Origin, Owner FROM program",True,CLEAN
program_share,hinglish_natural,"Kya har ek program ka naam, prashn aur prapathak kya hain?","SELECT name ,  origin ,  OWNER FROM program","SELECT Name, Question, Answer FROM program",False,no such column: Question
program_share,hinglish_hindi_heavy,"Kyaa har ek program ka naam, prashn aur prapathak kya hain?","SELECT name ,  origin ,  OWNER FROM program","SELECT Name, Question, Answer FROM program",False,no such column: Question
formula_1,hinglish_light,"What are the drivers' first names, last names, aur ids jo 8 stops se zyada chal gaye ya 5 race mein parteci pe kiye?","SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN pitstops AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  8 UNION SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN results AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  5","SELECT T1.forename, T1.surname, T1.driverid FROM results AS T1 INNER JOIN pitstops AS T2 ON T1.resultid = T2.raceid WHERE T2.stop >= 8 OR T1.raceid IN (SELECT raceid FROM races WHERE year = 2023) GROUP BY T1.driverid HAVING COUNT(*) >= 5",False,no such column: T1.forename
formula_1,hinglish_natural,"Drivers ke first names, last names, aur ids jo 8 stops se zyada chal gaye ya 5 race mein parteci pe kiye huye hain, unhein pata karo?","SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN pitstops AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  8 UNION SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN results AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  5","SELECT T1.forename, T1.surname, T1.driverid FROM drivers AS T1 INNER JOIN pitstops AS T2 ON T1.driverid = T2.driverid WHERE T2.stop >= 8 OR T2.raceid IN (SELECT raceid FROM races WHERE year = 2023 AND round = 1) GROUP BY T1.driverid",False,SUCCESS
formula_1,hinglish_hindi_heavy,"Kya drivers ka first name, last name, aur id jinka 8 stops se zyada chal gaya ya 5 race mein parteci pe kiya","SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN pitstops AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  8 UNION SELECT T1.forename ,  T1.surname ,  T1.driverid FROM drivers AS T1 JOIN results AS T2 ON T1.driverid  =  T2.driverid GROUP BY T1.driverid HAVING count(*)  >  5","SELECT T1.forename, T1.surname, T1.driverid FROM results AS T1 INNER JOIN pitstops AS T2 ON T1.resultid = T2.resultid WHERE T2.stop >= 8 OR T1.raceid IN (SELECT raceid FROM races WHERE year = 2023 AND round = 1) GROUP BY T1.driverid ORDER BY COUNT(*) DESC LIMIT 1",False,no such column: T1.forename
college_2,hinglish_light,Find the number of courses provided in each semester aur year,"SELECT count(*) ,  semester ,  YEAR FROM SECTION GROUP BY semester ,  YEAR","SELECT COUNT(*) AS num_courses, semester, YEAR FROM section GROUP BY semester, YEAR",True,CLEAN
college_2,hinglish_natural,"Abhi kisi semester aur vartimān mēṁ kitne course dene hain, find out","SELECT count(*) ,  semester ,  YEAR FROM SECTION GROUP BY semester ,  YEAR",SELECT COUNT(DISTINCT T1.course_id) FROM takes AS T1 INNER JOIN section AS T2 ON T1.course_id = T2.course_id WHERE T2.semester = 'Fall' AND T1.year = 2023,False,SUCCESS
college_2,hinglish_hindi_heavy,"Find the number of courses provided in each semester aur year, abhi kuch batao ki kitne course dene hain har semester aur vartimān mēṁ |","SELECT count(*) ,  semester ,  YEAR FROM SECTION GROUP BY semester ,  YEAR","SELECT semester ,  YEAR ,  count(*) FROM SECTION GROUP BY semester ,  YEAR",False,SUCCESS
college_3,hinglish_light,"What are the names of departments either in division AS, or in division EN aur in building NEB?","SELECT DName FROM DEPARTMENT WHERE Division  =  ""AS"" UNION SELECT DName FROM DEPARTMENT WHERE Division  =  ""EN"" AND Building  =  ""NEB","SELECT DISTINCT T1.DName FROM DEPARTMENT AS T1 INNER JOIN MEMBER_OF AS T2 ON T1.DNO = T2.DNO WHERE T1.Division IN ('AS', 'EN') OR T1.Building = 'NEB'",False,SUCCESS
college_3,hinglish_natural,Kya division AS mein ya division EN ke department ka naam kya hain aur building NEB mein kya hain?,"SELECT DName FROM DEPARTMENT WHERE Division  =  ""AS"" UNION SELECT DName FROM DEPARTMENT WHERE Division  =  ""EN"" AND Building  =  ""NEB","SELECT T1.division AS 'Division', T2.dname AS 'Department Name', T3.building AS 'Building' FROM department AS T1 INNER JOIN member_of AS T2 ON T1.dno = T2.dno INNER JOIN faculty AS T3 ON T2.facid = T3.facid WHERE T1.division = 'Kya division' OR T1.division = 'EN'",False,no such column: T2.dname
college_3,hinglish_hindi_heavy,Kyā division AS mēn ya division EN ke department ka nām kya hain aur building NEB mēn kya hain?,"SELECT DName FROM DEPARTMENT WHERE Division  =  ""AS"" UNION SELECT DName FROM DEPARTMENT WHERE Division  =  ""EN"" AND Building  =  ""NEB","SELECT DISTINCT T1.Division AS mēn, T2.DName AS department, T3.Building AS NEB FROM Member_of AS T1 INNER JOIN Department AS T2 ON T1.DNO = T2.DNO INNER JOIN Faculty AS T3 ON T1.FacID = T3.FacID WHERE T1.Appt_Type = 'Department'",False,no such column: T1.Division
local_govt_mdm,hinglish_light,What is the CMI cross reference id jo kisi bhi council tax entry se related hai? List the cross reference id aur source system code.,"SELECT T1.cmi_cross_ref_id ,  T1.source_system_code FROM CMI_Cross_References AS T1 JOIN Council_Tax AS T2 ON T1.cmi_cross_ref_id  =  T2.cmi_cross_ref_id GROUP BY T1.cmi_cross_ref_id HAVING count(*)  >=  1","SELECT cmi_cross_ref_id, source_system_code FROM Council_Tax",False,no such column: source_system_code
local_govt_mdm,hinglish_natural,Kya CMI ke cross reference id hai jo kisi bhi council tax entry se related hai? List karo cross reference id aur source system code.,"SELECT T1.cmi_cross_ref_id ,  T1.source_system_code FROM CMI_Cross_References AS T1 JOIN Council_Tax AS T2 ON T1.cmi_cross_ref_id  =  T2.cmi_cross_ref_id GROUP BY T1.cmi_cross_ref_id HAVING count(*)  >=  1","SELECT cmi_cross_ref_id, source_system_code FROM CMI_Cross_References WHERE council_tax_id IN (SELECT council_tax_id FROM Council_Tax)",False,no such column: council_tax_id
local_govt_mdm,hinglish_hindi_heavy,Kya CMI ke cross reference id hai jo kisi bhi council tax entry se related hai? List karne hai cross reference id aur source system code.,"SELECT T1.cmi_cross_ref_id ,  T1.source_system_code FROM CMI_Cross_References AS T1 JOIN Council_Tax AS T2 ON T1.cmi_cross_ref_id  =  T2.cmi_cross_ref_id GROUP BY T1.cmi_cross_ref_id HAVING count(*)  >=  1","SELECT cmi_cross_ref_id, source_system_code FROM CMI_Cross_References WHERE council_tax_id IN (SELECT council_tax_id FROM Council_Tax)",False,no such column: council_tax_id
network_1,hinglish_light,What are the names aur grades of har ek high schooler?,"SELECT name ,  grade FROM Highschooler","SELECT name, grade FROM Highschooler WHERE name = 'har' AND grade = 1",False,SUCCESS
network_1,hinglish_natural,Har ek high schooler kaun kaun si aur grades kya hain?,"SELECT name ,  grade FROM Highschooler","SELECT name, grade FROM Highschooler",True,CLEAN
network_1,hinglish_hindi_heavy,Kya har ek high schooler ke liye names aur grades hai?,"SELECT name ,  grade FROM Highschooler","SELECT name ,  grade FROM Highschooler",True,CLEAN
sakila_1,hinglish_light,Count the number of cities in Australia.,SELECT count(*) FROM city AS T1 JOIN country AS T2 ON T1.country_id  =  T2.country_id WHERE T2.country  =  'Australia,SELECT COUNT(*) FROM city WHERE country_id = ( SELECT country_id FROM country WHERE country = 'Australia' ),False,SUCCESS
sakila_1,hinglish_natural,"Australia mein city kitne hain, poora chhod kar batata hai?",SELECT count(*) FROM city AS T1 JOIN country AS T2 ON T1.country_id  =  T2.country_id WHERE T2.country  =  'Australia,SELECT count(*) FROM city WHERE country_id = ( SELECT country_id FROM country WHERE country = 'Australia' ),False,SUCCESS
sakila_1,hinglish_hindi_heavy,"Count the number of cities in Australia, mein ye pta nahi.",SELECT count(*) FROM city AS T1 JOIN country AS T2 ON T1.country_id  =  T2.country_id WHERE T2.country  =  'Australia,SELECT count(*) FROM city WHERE country_id = ( SELECT country_id FROM country WHERE country = 'Australia' ),False,SUCCESS
course_teach,hinglish_light,What is total count of teachers?,SELECT count(*) FROM teacher,SELECT count(*) FROM teacher,True,CLEAN
course_teach,hinglish_natural,Total count kitne teachers hain?,SELECT count(*) FROM teacher,SELECT COUNT(*) FROM teacher,True,CLEAN
course_teach,hinglish_hindi_heavy,Kitne teachers total count hain?,SELECT count(*) FROM teacher,SELECT count(*) FROM teacher,True,CLEAN
tracking_software_problems,hinglish_light,What are the product ids for the problems reported by Christop Berge with closure authorised by Ashley Medhurst?,"SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Christop"" AND T2.staff_last_name = ""Berge"" INTERSECT SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.closure_authorised_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Ashley"" AND T2.staff_last_name = ""Medhurst",SELECT DISTINCT T1.product_id FROM Problems AS T1 INNER JOIN Staff AS T2 ON T1.closure_authorised_by_staff_id = T2.staff_id WHERE T2.staff_first_name = 'Christop' AND T2.staff_last_name = 'Berge',False,SUCCESS
tracking_software_problems,hinglish_natural,Christop Berge ke baare mein diye gaye problems ka kya product ids hain jo Ashley Medhurst se closure se authorised hai?,"SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Christop"" AND T2.staff_last_name = ""Berge"" INTERSECT SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.closure_authorised_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Ashley"" AND T2.staff_last_name = ""Medhurst",SELECT DISTINCT T1.product_id FROM Problem_Status_Codes AS T1 INNER JOIN Problem_Log AS T2 ON T1.problem_status_code = T2.problem_status_code WHERE T2.closure_authorised_by_staff_id = ( SELECT staff_id FROM Staff WHERE staff_first_name = 'Ashley' AND staff_last_name = 'Medhurst' ) AND T2.date_problem_closed IS NOT NULL,False,no such column: T1.product_id
tracking_software_problems,hinglish_hindi_heavy,Kya product ids ho jo Christop Berge ne report kiye hue problems ke liye hain aur unke closure ko Ashley Medhurst se authorised kiya gaya hai?,"SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.reported_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Christop"" AND T2.staff_last_name = ""Berge"" INTERSECT SELECT product_id FROM problems AS T1 JOIN staff AS T2 ON T1.closure_authorised_by_staff_id = T2.staff_id WHERE T2.staff_first_name = ""Ashley"" AND T2.staff_last_name = ""Medhurst",SELECT DISTINCT T1.product_id FROM Problem_Log AS T1 INNER JOIN Staff AS T2 ON T1.closure_authorised_by_staff_id = T2.staff_id WHERE T2.staff_first_name = 'Ashley' AND T2.staff_last_name = 'Medhurst',False,no such column: T1.product_id
tracking_software_problems,hinglish_light,What are the ids of the problems which are reported before 1978-06-26?,"SELECT problem_id FROM problems WHERE date_problem_reported < ""1978-06-26",SELECT problem_id FROM Problems WHERE date_problem_reported < '1978-06-26',False,SUCCESS
tracking_software_problems,hinglish_natural,Kya 1978-06-26 se peeche report huye problems kaun kaun si ids hain?,"SELECT problem_id FROM problems WHERE date_problem_reported < ""1978-06-26",SELECT problem_id FROM Problems WHERE date_problem_reported BETWEEN '1978-06-26' AND '1978-06-26',False,SUCCESS
tracking_software_problems,hinglish_hindi_heavy,Kya ids hain jo 1978-06-26 tak report huye problems ki?,"SELECT problem_id FROM problems WHERE date_problem_reported < ""1978-06-26",SELECT problem_id FROM Problems WHERE date_problem_reported >= '1978-06-26',False,SUCCESS
world_1,hinglish_light,How many official languages has Afghanistan mein hain?,"SELECT COUNT(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  ""Afghanistan"" AND IsOfficial  =  ""T",SELECT COUNT(DISTINCT T1.Language) FROM country AS T1 INNER JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Name = 'Afghanistan' AND T2.IsOfficial = 'T',False,no such column: T1.Language
world_1,hinglish_natural,Afghanistan mein kitne resmi bahas hain?,"SELECT COUNT(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  ""Afghanistan"" AND IsOfficial  =  ""T",SELECT COUNT(*) FROM countrylanguage WHERE CountryCode = 'AFG' AND IsOfficial = 'T',False,SUCCESS
world_1,hinglish_hindi_heavy,Afghanistan mein kyunke resmi bhasa hain?,"SELECT COUNT(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  ""Afghanistan"" AND IsOfficial  =  ""T",SELECT Name FROM country WHERE Code = 'AF',False,SUCCESS
college_1,hinglish_light,What are the first names aur offices of history professors jo PhD nahi hain?,"SELECT T2.emp_fname ,  T1.prof_office FROM professor AS T1 JOIN employee AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T1.dept_code  =  T3.dept_code WHERE T3.dept_name  =  'History' AND T1.prof_high_degree != 'Ph.D.","SELECT T1.emp_fname, T1.prof_office FROM professor AS T1 INNER JOIN department AS T2 ON T1.dept_code = T2.dept_code WHERE T2.dept_name = 'History' AND T1.prof_high_degree != 'PhD'",False,no such column: T1.emp_fname
college_1,hinglish_natural,"Kya history professors jo PhD nahi hain, unki first names aur offices kya hain?","SELECT T2.emp_fname ,  T1.prof_office FROM professor AS T1 JOIN employee AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T1.dept_code  =  T3.dept_code WHERE T3.dept_name  =  'History' AND T1.prof_high_degree != 'Ph.D.","SELECT T1.emp_fname, T1.prof_office FROM professor AS T1 JOIN department AS T2 ON T1.dept_code = T2.dept_code WHERE T2.dept_name = 'History' AND T1.prof_high_degree != 'PhD'",False,no such column: T1.emp_fname
college_1,hinglish_hindi_heavy,"Kyi history professors jo PhD nahi hain, unki first names aur offices kyun pata chalenge?","SELECT T2.emp_fname ,  T1.prof_office FROM professor AS T1 JOIN employee AS T2 ON T1.emp_num  =  T2.emp_num JOIN department AS T3 ON T1.dept_code  =  T3.dept_code WHERE T3.dept_name  =  'History' AND T1.prof_high_degree != 'Ph.D.","SELECT T1.emp_fname, T1.prof_office FROM professor AS T1 INNER JOIN department AS T2 ON T1.dept_code = T2.dept_code WHERE T2.dept_name = 'History' AND T1.prof_high_degree != 'PhD'",False,no such column: T1.emp_fname
aircraft,hinglish_light,What is the maximum aur minimum number of transit passengeरे for all airportजों?,"SELECT max(Transit_Passengers) ,  min(Transit_Passengers) FROM airport","SELECT MAX(Total_Transit_Passengers), MIN(Total_Transit_Passengers) FROM airport",False,no such column: Total_Transit_Passengers
aircraft,hinglish_natural,Maximum aur minimum number of transit passengers कितने हैं उसके लिए सभी airportों में?,"SELECT max(Transit_Passengers) ,  min(Transit_Passengers) FROM airport","SELECT MAX(Total_Transit_Passengers), MIN(Total_Transit_Passengers) FROM airport",False,no such column: Total_Transit_Passengers
aircraft,hinglish_hindi_heavy,Kya maximum aur minimum number of transit passengers hai jo sabhi airportों ke liye hain?,"SELECT max(Transit_Passengers) ,  min(Transit_Passengers) FROM airport","SELECT MAX(Total_Transit_Passengers) AS max_transit_passengers, MIN(Total_Transit_Passengers) AS min_transit_passengers FROM airport",False,no such column: Total_Transit_Passengers
train_station,hinglish_light,"Show the name, time aur service har train ke liye","SELECT name ,  TIME ,  service FROM train","SELECT Name ,  Time ,  Service FROM train",True,CLEAN
train_station,hinglish_natural,"Har train ka naam, samay aur service dikhao","SELECT name ,  TIME ,  service FROM train","SELECT Name, Time, Service FROM train",True,CLEAN
train_station,hinglish_hindi_heavy,"har train ka naam, samay aur service dikhao har case mei |","SELECT name ,  TIME ,  service FROM train","SELECT Name, Time, Service FROM train",True,CLEAN
ship_mission,hinglish_light,What is the most common type of ships?,SELECT TYPE FROM ship GROUP BY TYPE ORDER BY COUNT(*) DESC LIMIT 1,SELECT TYPE FROM ship GROUP BY TYPE ORDER BY COUNT(*) DESC LIMIT 1,True,CLEAN
ship_mission,hinglish_natural,Most common type ka ship kya hai?,SELECT TYPE FROM ship GROUP BY TYPE ORDER BY COUNT(*) DESC LIMIT 1,SELECT TYPE FROM ship GROUP BY TYPE ORDER BY COUNT(*) DESC LIMIT 1,True,CLEAN
ship_mission,hinglish_hindi_heavy,Kya hai sabse common type ka ship?,SELECT TYPE FROM ship GROUP BY TYPE ORDER BY COUNT(*) DESC LIMIT 1,SELECT TYPE FROM ship GROUP BY TYPE ORDER BY COUNT(*) DESC LIMIT 1,True,CLEAN
culture_company,hinglish_light,What are the publishers who have 1989 aur 1990 mein bhi kitab publish kiye hai?,SELECT publisher FROM book_club WHERE YEAR  =  1989 INTERSECT SELECT publisher FROM book_club WHERE YEAR  =  1990,SELECT DISTINCT publisher FROM book_club WHERE YEAR BETWEEN 1989 AND 1990,False,SUCCESS
culture_company,hinglish_natural,Kya 1989 aur 1990 mein dono samay kitab publish kiye gaye publishers kya hain?,SELECT publisher FROM book_club WHERE YEAR  =  1989 INTERSECT SELECT publisher FROM book_club WHERE YEAR  =  1990,SELECT DISTINCT Publisher FROM book_club WHERE Year BETWEEN 1989 AND 1990,False,SUCCESS
culture_company,hinglish_hindi_heavy,Kyun ki 1989 aur 1990 mein to publishers kitab publish kiya hai?,SELECT publisher FROM book_club WHERE YEAR  =  1989 INTERSECT SELECT publisher FROM book_club WHERE YEAR  =  1990,SELECT DISTINCT Publisher FROM book_club WHERE Year BETWEEN 1989 AND 1990,False,SUCCESS
loan_1,hinglish_light,What are the names aur account balances of customers jaise mein 'a' letter hai naam mein?,"SELECT cust_name ,  acc_bal FROM customer WHERE cust_name LIKE '%a%","SELECT cust_name, acc_bal FROM customer WHERE cust_name LIKE '%a%'",False,SUCCESS
loan_1,hinglish_natural,"Kya customers jo naam mein 'a' letter hai, unki names aur account balances kya hain?","SELECT cust_name ,  acc_bal FROM customer WHERE cust_name LIKE '%a%","SELECT cust_name, acc_bal FROM customer WHERE cust_name LIKE '%a%'",False,SUCCESS
loan_1,hinglish_hindi_heavy,"Kyā customers jaise mein 'a' letter hai nām mein, unki nām aur account balances kya hain?","SELECT cust_name ,  acc_bal FROM customer WHERE cust_name LIKE '%a%","SELECT cust_name, acc_bal FROM customer WHERE cust_name LIKE '%a%'",False,SUCCESS
store_1,hinglish_light,What are the names of the top 8 countries by total invoice size aur woh sizes kya hain?,"SELECT billing_country ,  SUM(total) FROM invoices GROUP BY billing_country ORDER BY SUM(total) DESC LIMIT 8;","SELECT T1.country, SUM(T2.total) AS total_invoice_size",False,no such column: T1.country
store_1,hinglish_natural,Top 8 countries ke names kya hain jo sabse bade total invoice size ka share le rahe hain aur woh sizes kya hain?,"SELECT billing_country ,  SUM(total) FROM invoices GROUP BY billing_country ORDER BY SUM(total) DESC LIMIT 8;","SELECT T1.country, SUM(T2.total) / SUM(T2.total) * 100 AS percentage FROM customers AS T1 INNER JOIN invoices AS T2 ON T1.id = T2.customer_id GROUP BY T1.country ORDER BY percentage DESC LIMIT 8",False,SUCCESS
store_1,hinglish_hindi_heavy,Kya top 8 countries ke names hain jo total invoice size mein jyada share le rahe hain aur unke sizes kya hain?,"SELECT billing_country ,  SUM(total) FROM invoices GROUP BY billing_country ORDER BY SUM(total) DESC LIMIT 8;","SELECT T1.name, SUM(T2.total) AS total_invoice_size",False,no such column: T1.name
book_2,hinglish_light,Show the kahaaniyaan aur prathaadi tareekhe yaar,"SELECT T1.Title ,  T2.Publication_Date FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID  =  T2.Book_ID",SELECT Title FROM book WHERE Writer = 'Kahaaniyaan' OR Writer = 'Prathaadi',False,SUCCESS
book_2,hinglish_natural,Kahaaniyaan aur prathaadi tareekhe de deyaar,"SELECT T1.Title ,  T2.Publication_Date FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID  =  T2.Book_ID",SELECT Title FROM book WHERE Writer = 'Kahaaniyaan' AND Issues > 0,False,SUCCESS
book_2,hinglish_hindi_heavy,kahaaniyaan aur prathaadi tareekhe de deyaar,"SELECT T1.Title ,  T2.Publication_Date FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID  =  T2.Book_ID",SELECT Title FROM book WHERE Writer = 'Kahaaniyaan' AND Issues = 1,False,SUCCESS
university_basketball,hinglish_light,What are the total enrollments of each university ka affiliation type?,"SELECT sum(enrollment) ,  affiliation FROM university GROUP BY affiliation","SELECT University.Affiliation, SUM(University.Enrollment) AS Total_Enrollments",False,no such column: University.Affiliation
university_basketball,hinglish_natural,Universities ka each affiliation type mein kya total enrollments hain?,"SELECT sum(enrollment) ,  affiliation FROM university GROUP BY affiliation",SELECT SUM(Enrollment) FROM university GROUP BY Affiliation,False,SUCCESS
university_basketball,hinglish_hindi_heavy,Kyun ki universities ka each affiliation type mein kitne students enrolled hain?,"SELECT sum(enrollment) ,  affiliation FROM university GROUP BY affiliation","SELECT COUNT(T1.Enrollment) AS Total_Students, T2.Affiliation",False,no such column: T1.Enrollment
wta_1,hinglish_light,Find the total number of tours for each ranking date.,"SELECT sum(tours) ,  ranking_date FROM rankings GROUP BY ranking_date","SELECT COUNT(tours) AS total_tours, ranking_date FROM rankings GROUP BY ranking_date",False,SUCCESS
wta_1,hinglish_natural,Ranking date par har ek tour ka total count dikhaye.,"SELECT sum(tours) ,  ranking_date FROM rankings GROUP BY ranking_date",SELECT COUNT(*) FROM rankings WHERE tours = 1,False,SUCCESS
wta_1,hinglish_hindi_heavy,ranking date par find total number of tours ka count.,"SELECT sum(tours) ,  ranking_date FROM rankings GROUP BY ranking_date",SELECT COUNT(*) FROM rankings WHERE ranking_date = '2023-10-01',False,SUCCESS
scientist_1,hinglish_light,List the names of all projects jo chala rahe hain par average kaam ka samay se zyada,SELECT name FROM projects WHERE hours  >  (SELECT avg(hours) FROM projects),SELECT T2.Name FROM AssignedTo AS T1 JOIN Projects AS T2 ON T1.Project = T2.Code GROUP BY T2.Name ORDER BY AVG(T1.Hours) DESC,False,no such column: T1.Hours
scientist_1,hinglish_natural,Parrahiye sabse naya project ki list jo kaam kar rahe hain aur unme se average kaam ka samay se zyada chala rahi hain,SELECT name FROM projects WHERE hours  >  (SELECT avg(hours) FROM projects),"SELECT p.Name, AVG(a.Hours) as AverageHours",False,no such column: p.Name
